number,id,reviewText,summary,Label
2100,13737,"I THINK THIS IS A WONDERFUL VIEWCAM BUT YOU SHOULD OFFER A FREE DOWNLOAD OF THIS ITEM, LIKE SOME OF THE OTHER MODELS!! I HAVE LOST MY OWN!!",sharp viewcam vl-h860u,1
2101,13744,"I am not sure why some other reviewers rated these floppy disks so low,  but I have had absolutely no trouble with them - and I have used them on a  number of different computers (from home to office). They work perfectly  fine every time and have not failed at all. The price is right; they're  colorful (my day certainly needs brightening-up sometimes!), and the box  they come in is great storage. While it may be true that now we have better  storage media in the form of CD writers, not everyone has a CD writer - or  wants one for that matter! Meanwhile, all PC's still come with  a floppy  drive and these disks will work perfectly.","Colorful, inexpensive, work just fine!",1
3356,13755,"there is distortion even when the volume is at a pretty low level. the built-in volume control is easy to brush against, and accidentally turn it painfully high. these are awful headphones.",horrible,"2,3"
1023,13758,"first time the totally wrong product came in.  after reordering with customer service, the second set of 2 came in.  it looks nothing like these, the fit is wrong and color is ugly gray.  totally disappointed.  amazon customer service was great tho!  really bummed out because I loved the style and color.  thought this would work great as my ear canals very tiny...bummed out.",second time ordering...,5
3357,13760,"I bought this for christmas and I must say I am quite impressed! light enough for easy handling, good image quality, a lot of features for the low, low price.  LCD panel does drain the battery quite quickly but with  the eyepiece (black and white...aaarrgghh) you can get almost 8 solid hours  of filming in...more than enough...recommended for first or second  camcorder owners...",great value!,"1,3"
3358,13764,"I was looking a Hi8 camcorder for years And then I fond it Amazon, thanks, now I'm converting MY family videos to digital.",Usefull,1
2102,13777,"Ordinarily, this is a good camcorder but this particular one was defective and non-working, I've always owned a sony the shipper just didn't care to check it out to know if it really worked. and I just lost money and because he didn't offer me a refund. however, the rating was totally wrong it didn't work.","inaccurate rating, defective product",3
2103,13778,"For a unit with advanced features,this unit is remarkably easy to use (even for the klutz in the family).  It self adjusts and the many buttons for personalized adjustsments are right at your fingertips.  It makes  videotaping easy so you can focus on the object and enjoy the event you're  taping.  Ergonomic, Easy, Affordable Yet Jammed with Sophisticated  Features.",So Easy &amp; So Sophisticated,1
2104,13779,Product was exactly as described and at a great price! The package was very protected ! I've been looking for this type of camcorder and could not find it until I came along to this seller.  I would deff. buy from again! I'm so happy to be able to watch my tapes !,LOVE IT!,1
1024,13780,"I used this camcorder(my camera was different and broken) to import old 8m tapes to my computer  and make dvd's.  I was going to order another more expensive but this seller advised me it wouldnt work for what I wanted it to do and this one would be better and cheaper.  I didnt need any special equipment, just a wire to connect to my mac.  Easy!Thanks and I definitely would order again from this seller.",sony dcrtrv103 worked import old tapes i had!,1
1025,13782,"My wife purchased a Sony camcorder model DCR-TRV-103 in the summer of 2000 and gave it to me as a gift for to take on our 25 day tour of Europe in September ,2000. After familiarizing myself it I never had a reason to use it until on our trip. About half way into the trip the unit failed in Rome , Italy with about two weeks left on our tour. After returning home I sent it to a Sony Service Center near St. Louis and received it back about a month later. I did not use it again until the following August for about 15 min. to record a Christening at our church and it Worked o.k. I didn't use it again until Christmas day to record our last holiday in our present home .All our family was present. After nearly an hour I checked to see if the cassette  had finished and I was shocked to see it had failed with the same exact failure as the first .I believe it should have held up longer than two hours of recording time since the repair but not so. Now Sony refuses to make the repair good ...",Former Sony customer,2
1026,13785,"I purchases the Sony DCR-TRV103 Handycam just after my first son was born, and just after my VHS camcorder died.  I have used this camera extensively over the last 7 years, never have had a problem, until recently.  I have filmed several hundred hours worth of videos with great results.  Excellent pictures and quality sound.  Recently I have been getting an error message, telling me to eject the tape.  I am looking into to repair, but maybe after all this time it is ready to replace, but I would recommend a new one of these to anyone.",7 Good Years,"2,3"
2105,13787,"I bought the TRV310 over 1 year ago and since then I have made 5 short  films using the camera and the Miro DV200 digital video capture card for my  PC.I just recently got out of art school studying to be a computer  animator so I have tried all sorts of digital effects with this camera  after digitizing the footage and it works great! I have shot footage of one  of my friends weilding fake Star Wars lightsabers and then added the  glowing beams in a 3D modeling package, where doing so I had to edit nearly  every frame... each frame output from this camera is crisp and clear at  720x480. Even on fast motion shots (the swinging of a fake lightsaber)!I  would HIGHLY recommed the Miro DV200 card if you own one of these cameras  and want to do any sort of non-linear editing. It connects right into the  cameras firewire port on the front and allows you to view, capture and  control the camera using your PC. Once you are done editing the footage,  the card will output the edited movies right back to the camera so you can  play them on your TV or put them on a VHS tape! Its also GREAT for video  for the web.I start a new job across the country next week working in  the video games industry and this camera is going to document my entire  moving experience!EXCELLENT purchase, I would highly recommend it to  anyone wishing to do any sort of digital video project. When combined with  a digital video capture card and non-linear editing software you can  produce some HIGH QUALITY results!",Professional Quality Movies On A Budget!,1
1027,13791,"I've played with this digital camcorder for about 5 days now and I am delighted with it's quality and features. If anyone's disappointed with the quality of the video (see reviews below), they are probably being  unrealistic in their expectations. To get better video, you'd have to go up  to a 3CCD camera (at about 3times the cost!). As for those who say that the  camera is too big and heavy, I say just TRY shooting a still video without  a tripod with a camera as small as a paperback book! You NEED something  larger to get a good steady picture (even with &quot;steadyshot&quot;). I  appreciate Sony's innovative digital 8 because the tapes are less  expensive, but you still have the quality of digital recording (the Pauses  are terrific!). I'm not worried that these tapes are not interchangeable  with the mini-DV format. I mean, how often would I want to trade digital  tapes with someone? I also have the option of playing back any old 8 or  hi-8 videotapes that were previously recorded, and converting them to  digital (try THAT with a mini-DV camcorder)! I like having A/V outputs AND  inputs so that I can digitally record from a source other than the camera  lens. The Sony infrared &quot;nightshot&quot; is astounding. It's like have  nightvision goggles for your camcorder! The LCD screen on the TRV310 is  WONDERFUL... 3.5 inches! The 20X optical zoom is sufficient, and going  partway into the digital zoom ain't too bad either (as long as you don't  try to actually use the full 360X!) I cannot say enough good things at this  point. If I have to find something negative to say, I wish some of the  controls were in easier locations to get to while I'm still filming. All in  All, a nifty camcorder that I HIGHLY recommend!",A GREAT digital camcorder at an ASTOUNDING price,1
2106,13792,Love this camera- Editing software on my PC is easy. You don't need to buy lots of HI8 or Digital8 tapes because you can just copy what you recorded onto a regular VHS tape on your VCR.  This camera is so easy to use I  didn't really need the manual to figure anything out.  I don't see the need  to go to the 510 unless you want a slightly bigger LCD. Make sure you buy  an extended battery,Great Buy,1
1028,13800,"The Sony DCR TRV310 works _very_ well as a Windows XP camcorder.  Windows XP Professional include Windows Movie Maker.  This el-cheapo free-bee isn't adequate.  In 2002, Microsoft released a free upgrade:  Windows Movie Maker 2.  Version 2 ROCKS.  With a whole host of new camera effects, a zoo of fades, excellent title and credit control, and very controllable multiple audio tracks, it's possible to do quite a bit of movie editing, without paying a dime more for software.  Version 2 even allows you to re-record your finished video back onto the camera!I bought my Sony DCR TRV310 used (partly broken).  Since the input/output connections don't work properly, I just plug my TRV310 into the FireWire port, and use Windows Movie Maker 2's capture mode to control the camcorder -- right on the computer screen!I sent somebody some video I had shot, stored as a .WMV file on a CD-R.  He sent me back a note thanking me for the DVD!!!This model is aging, and its cost is going down.  Since it does everything you'll want, including playing back 8-mm and Hi8 tapes directly into Windows XP in digital format, it's still an excellent buy -- and an even better value than ever!Windows Movie Maker 2's minimum computer requirements are, CPU 1,500 Mhz (1.5 GHz), 512 K RAM, lots of disk space (20 GB+), and a FireWire port.  Since Windows Movie Maker 2 uses Microsoft-specific storage formats, you may want to spend a few $$$ to purchase third-party video editing software, which will record to more formats, or give you DVD authoring capability.Suggested equipment upgrades for the TRV310:  External clip-on microphone for better forward gain &amp; extended bass sound; 8-hr InfoLithium battery HIGHLY recommended.",TRV310 &amp; Windows XP - A great combination!,1
2107,13802,"This must have been the best handycam for the price when I bought it! And I love the death out of it! All I can say is that this camera would still be great if it were still manufactured, 3 years later! If you find one someone who is selling this camera in good condition, by all means get it! It's a great camera!",The last of the great Sony Handycams,1
3359,13807,"Before purchasing this, my first camcorder, I did alot of pricing and feature comparison.  I came down to this one because it offered me what I needed the most for the least amount of money and with quality assurance.  I won't lie, I like Sony products and find them to be trusted. The feature  I liked about this camera was its ability to work very nicely with my PC.  The quality editing I have done as an amateur, I have been very impressed  with. User friendliness is a plus.  The only complaint is the design.  I  would move the menu wheel to a more prominent position for ease of  accessibility during operation and I would definitely move the  record/standby button or the handle hook, one or another, so they don't  interfere with each other.  Those I can work around..for the price of  dependability and end product quality.",Biggest Bang for the Buck,"1,3"
3360,13809,"I have owned my TRV310 for approx. 9 months now. For the money this is a fantastic camera that completely blows away similarly priced analog cameras. The main reason? It's digital! No more tape dropouts! I videotaped  an entire season of High School football on the same 2 tapes (9 games) and  even after 9 re-cycles, there was not a single dropout or tape error.  Amazing! The image is equivalent to mini-DV (the main varaible being the  type of lenses that the cameras may use) and it has been totally reliable  under many different conditions.  On the downside, there is no manual  white balance and no manual volume control for the audio. If Sony had  included these 2 features I would have given this camera a 5 star rating.  Also, the LCD screen is extremely difficult, if not impossible, to use  outdoors in bright sunlight. (This is a problem with all camcorder LCD  screens and not just this one).  All in all I would say that for the  money, this camcorder is a spectacular value. Now if Sony will only come  out with a Digi-8 record/playback deck so I don't have to use my camcorder  as a VCR.",TRV310,"1,3"
3361,13812,"The good news is that this uses AA batteries, none of those AAA batteries that have almost the same linear dimensions, but not nearly the same volume, and consequently don't play nearly as long as the AA batteries.  The Mini World 100 PE is very small.  You always have room in a pocket or book case.  You now can take a radio absolutely anywhere. It clips to your belt with no inconvenience.  The FM stereo sound through headphones is superb.  I recommend this nifty receiver when you want to listen to local AM or FM. Finding a SW station on the puny, inaccurate frequency scales is excruciatingly difficult.  This receiver may pull in the station you're looking for, but you's need Great Caesar's Ghost to help you find it on the dial.  My real need was for hearing the National Public Radio network's All Things Considered programs.  This radio will go with me anywhere for that, but I kissed off the possibility of ENJOYING finding favorite SW stations.",inaccurate and too small SW dials,"2,3"
3362,13820,"The Grundig Mini 100PE is a surprising little radio. Now, it's certainly not a professional-grade all-encompassing shortwave set, but I doubt anyone would really expect it to be at such a small size and price. It is however, a fun little radio in a pocket sized package. The old-school tuner is somewhat touchy yet still altogether functional. The FM stereo reception is remarkably good when using earbud phones, and the included ones aren't bad. The small speaker sounds, well, like a small speaker, but again, not too bad considering its diminutive size. The little leather pouch adds a nice touch of class, and it's refreshing to find batteries included in this day and age. If you wanted to try out world band radio, or introduce a young person to it this M100 PE would be a painless place to start. Some complaints have been made about weak reception, but here in the middle of Michigan (out in \the boonies\) I can clearly pull in even weak broadcast-strength community radio stations from 60 miles away in the middle of the day (...and Radio Marti and Vatican Radio on the shortwave band). You would have to be unrealistic to expect much more at this size and cost; it's a neat little unit.","Handy, Dandy, and Economically \Sound\ !","1,3"
1029,13831,"My Grundig 300PE was a Christmas gift, 2009. One week later, it wouldn't turn on.(PLEASE NOTE THIS IS AN UPDATED REVIEW... MY FULL REVISION AND EXPLANATION IS FOUND BELOW, UNDER THE ASTRIX ...)I've installed new batteries and it won't work on the external power source either. The \light\ works, but nothing else will power up.This is frustrating, and sadly Grundig when it was a product made in Germany, was an outstanding line of radios. Now that they are made in China, there is no reliability in the products.I'd suggest \buy at your own risk\ and understand that this radio has a short shelf-life.The audio quality (while typical for a radio having a speaker this small) was GOOD. It had an easy time receiving a signal inside my home in a rural area, miles away from FM transmitters. My old Sony portable radio (which I purchased and took to Russia in 1989 in order to get shortwave broadcasts from the USA) finally died after 20 years. The Grundig (when it worked) never performed as well as my Sony (made in Japan)but I wasn't too disappointed with the performance of Shortwave listening on this tiny radio. The Sony would hold a station better and not drift as bad as the Grundig and the Sony had vastly superior audio, despite having a speaker about the same size as the Grundig.******* UPDATE.  This Grundig radio EASILY \dies\ often after being powered off and left to sit idle for a few days. I thought a component had gone bad inside the radio and I was about to shoot a video to post on YouTube showing a hammer crushing the darned thing because it \died.\  However, I have been able to get this radio to working again (on several occasions) by pulling the cover off where the batteries go and discovering on my own, that there is a very VERY tiny reset button under the batteries. It has to be reset with a toothpick or a paper clip. When I reset the radio, it's like it comes back from the dead and works. But that being said, resetting this little monster is a frequent chore.","Xmas present, poops out but can be \reset\ to work again",2
1030,13838,"Hello folks its Vince the radioman. I have been a collector and a buff for many years , love to do compares . This radio is generally ok no major complaints . The tuner quality is good ( although you can only tune down to a 5kh increment). Much better quality than the G2000a.  The sound is a bit brassy but clear. Its a good little travel radio and for the casual user its certainly worth the money .I would rate this better than its competitor the Sangean ATS 404 . It has a little bit of a better tuner , better at noise reduction and it has an external ant. jack which is always a plus . Not the best radio for DXers because of the 5kh increment but you can still get some fairly decent results . Grundigs construction quality leaves a bit to be desired ( be careful its delicate!!) but all in all not a bad little radio . If you get a sale buy it.",Pretty good for the casual user,1
3363,13839,"Good FM, poor SW. Lots of Bleed over. Lose all memory stations when batt. replaced. DO NOT BUY!!!",World Band????Radio,"2,3"
1031,13841,"The hardware functions well. The TV viewing software works well.  The Video editing software, Studio PCTV is more than a little difficult to install. Once it is installed, it is unreliable. One needs only to visit the manufacturer's web site,......, and look at the tech assist section to get a taste of what to expect. Mainly the user will need to be able to download an uninstaller program( to use after each install attempt to clear the registry because the uninstall feature doesn't work completely), and an upgrade to the supplied program. These downloads will help, but will still not make the program trouble free. Expect system lock ups, fatal errors etc.  These problems seem to exist for any processor/windows combination. All drivers associated with video card, and sound if they are more than a year or so old wil likely need upgrading.  These comments apply to the video editing program.  There are other video editors available for use some free, some expensive and some in the middle. These will work. Some are recommended by frustrated customers on the above mentioned Mfr's web site.  The TV viewing, capture program works much better. You will be satisfied with it.  Advice- If you are a beginner and want make movies, or rather mpegs out of movies, plan on some other software. If you want ot watch TV on your computer, this will work great.",Not for the faint hearted,1
1032,13848,"This card is one of the best TV cards out there. Why? I was thinking of getting either this card or one of the other hot consumer level TV cards out there: the Voodoo TV/200. The choice came down to these two after searching through all the other cards out there.What is the difference? They both use the same chip base, the BT878A. But the Voodoo doesn't have drivers for Windows 2000 and the voodoo is twice as expensive with a retail price of $99.Since I use Windows 2000 and the voodoo is not Win2K compatible, I decided to get the PCTV. The card installed without any trouble, and after installing drivers and rebooting I was watching my favorite TV channels. It took only 15 minutes total. For only $41, the card has amazing performance. It is inexpensive, but it's definately not a cheap piece of hardware! What else would you expect from Pinnacle? After all, they make professional level video editing hardware. This is their field.However, the video editing software that comes with the card is not too amazing, imho it is best to only install the drivers and the PCTV Vision from the CD. The rest of the software that comes on the CD is pretty crippled compared to other video editing software you can find out there.",The Pinnacle PCTV is GREAT!!,1
3364,13851,"I have owned this card for over six months, and not only does it work perfectly, but you get quite good video editing. I haven't tried Win2k, but Windows 98 and Millenium both work ok. The Studio software lacks documentation, but is quite powerful and more than adequate for a normal household use. I've used it with the RealProducer bundled with the card with optimal results. Unless you want professional video editing, this is a great choice.",Impressive quality for your buck...,1
1033,13853,"If you're looking for something that can digitize video onto your computer, this is definetly the product for you.  Not to mention the added bonus of being able to watch TV on your PC.  The TV Tuner works great; just  like an ordinary TV.  Just plug in a cable cord and you're ready to go.  The picture quality is great, and you can view in a window of any size, or  make it full screen.  It comes with a program that lets you add all sorts  of nifty features to your own videos, like titles, background music, and  you can edit the scenes in any order.  Installation is reasonably easy,  even for a 15 year old like me, who gets no help from his computer  illiterate parents.  This product is worth double the price advertised.",Great product,1
2108,13859,"I have had nothing but problems with this card. The only piece of hardware in my machine that DOES NOT WORK. It will randomly lock up your machine. As for support, good luck. You might as well ask a monkey to help you. Don't believe me? Check out Pinnacle's forum for yourself.",Stay away from this TV card if you use Win2K,3
1034,13861,"I've just bought the PCTV and have noticed some bugs in the software. You can watch TV just fine with the card, but the included Studio software will not run on my system without crashing. I haven't been able to capture a  single clip since buying this card. I'm a systems tech., so I have some  idea how to troubleshoot PC problems, but after checking out Pinnacle's  msg. boards, I'm no closer to figuring out what's wrong. There may be a  problem with DirectX 7.0. A co-worker who has almost an identical system  (except he has DirectX 6.1) has no problem at all.  This rings true for  most of the people on the msg. boards, also.  I bought this card mainly to  watch TV on my PC, so the capture problems don't affect me too greatly, but  if you're buying this card to primarily capture video, be aware you might  run into some problems.",PCTV almost ready for prime-time,"1,3"
1035,13868,"It works, but if you expect much more you may be disappointed.The PCTV features no deinterlacing at all, leaving image quality in the poor bin.  Even on slower moving video it can become annoying.  For basic functionality it works.  It features RF tuner, s-video, and composite inputs all which work fine.If you're strapped for cash it will work, but if you can stand to spend a bit extra, the money may be better spent on an ATI TV Wonder or competing product.  It's hard to rate it too low despite the image quality for the...price, so I'll leave a Three behind with a word of warning.","Cheap, but you get what you pay for.","2,3"
3365,13873,"Many people think that this player skips a lot, and that it isa piece of junk. This player delivers the quality I expect from a DVDplayer, and the remote is pretty good. The only problem is that it does not play Recordable CD's only ones you buy in the store.",Good Player,"1,3"
3366,13876,"No one has reviewed this unit in years and I doubt anyone really cares about this review, considering that it's an old DVD player and of course there are far improved BluRay players out now.But I just wanted to say that I've used this player for about 12 years without even a solitary problem of any type that I can remember.  I've read that some had a poor experience with respect to reliability, and of course that's unfortunate.  But for what it's worth, this unit has been completely reliable for me.  So based solely on my experience, I have to give it 5 stars, as mine as held up so well for so long.Now, I'll likely be handing this player down to my mother who doesn't have a DVD player.  Hopefully it will be as reliable for her as it has been for me.",Looks like I'm taking this unit out of service after 12 reliable years,1
1036,13878,"I bought the A110 model around a year and half ago.  At first, it played well; I was impressed with the quality of video, not to mention the excellent sound I got out of my Bose speakers.  Anyways, the honeymoon is  over; I am not impressed anymore.  It skips, pixels, does not turn off  sometimes, makes a strange grinding noise.  I use it mostly for music CDs.  I am almost afraid of playing a DVD with friends over for fear that it may  stop.",Looks can be deceiving,"2,3"
1037,13882,I've own this Panasonic A120 for about a year now without any problems and I've played tons of DVDs in it. The picture quality is excellent - its well worth it. Highly recommend this player than anything under $200.,Very Good Player for the money!,1
2109,13883,"I know how many opposing reviews there are and I know this is just another one to take in but, what I speak about the DVD-A120U is the truth.  The PANASONIC DVD-A120U is a very respectable DVD player for the money it is  worth.  It has a lot of the features more high priced DVD players have (ex.  Virtual Suround Sound, CD/VCD capability, S-Video/Component Video, DTS  outputs, and Angle Selections) and it has no problem playing DVD's with  superior visual effects, such as the &quot;Matrix&quot; and &quot;The  Rock&quot;. Unfortunately, I don't know how well the player plays DVD  movies longer than 2.5 hours (I have just purchased &quot;Salem's Lot&quot;  which is 3 hours long so, I will soon find out) but I will say that if you  are planning to purchase your first DVD player, I would HIGHLY recomend  this one!P.S.  If you are also shopping for a TV with your DVD-player  I would Highly Recomend NOT to get an RCA or a GE Brand due to faulty  soldering in both brands' tuners which causes picture distortion and visual  noise.",A Great Buy for a Low Budget,1
1038,13888,"I have had one of these for four years now, and my parents have had two of them for five years.  And all three of them have performed flawlessly all these years.  And, believe me, all three of them see ample use.The price has really gone down a lot since these came out, making these a wonderful bargain.  If you are looking for something low cost that will keep on ticking movie-in, movie-out then this is the unit for you.There are many features that I like about this as well.  You get full digital sound from the player.  It has an S-Video output option as well as component outputs.  If you turn off the player than it will resume playing where you left off.  The remote control is easy to use.  I can't think of anything bad to say about this unit othe than the fact that it isn't progressive scan.Highly recommended!!!",A DVD Workhorse,1
2110,13891,We bought this DVD player months ago and haven't had any problems!  It was easy to set up and works well--we haven't been disappointed.,Very pleased,1
2111,13901,My most recent purchases &quot;The Matrix&quot; and &quot;Heat&quot; have had nothing but skipping and freezing.  The picture skips around while the audio fads out.  Acts kind of like a VHS tape that has been twisted (the  film inside the tape) until it eventually freezes.  I like Panasonic  products but I wouldn't buy another one of their DVD players for this  reason.  I bought one other for a Christmas present (at the same time I  purchased mine) and it has the same issues.  My roomate has a Sony which I  asked him to play both of these movies and he didn't experience any  problems with both movies.,This skipping and freezing bug plagues my favorite DVD's!!!!,3
3367,13902,"I bought this product back in August after seeing all the negative reviews about Sony's products. At the time the 120 had all positive reviews so I felt comfortable about buying it. I did not want to spend more than $ on any DVD because I know I'll be buying another as soon as you can record  with them. I was really surprised by all the problems I've read about  recently. Did Panasonic change something in their manufacturing in  September? I have had no problems with any DVD's or CD's. This includes all  movies from Alien to Saving Private Ryan DTS. Once in a while a movie will  freeze for about 1/2 a second and then continue without problem. Usually I  ask someone if they noticed it and then forget about it. But in light of  all the problems I've read about I decided not to take a chance this  Christmas and gave 2 Pioneer DVD players as gifts. So I am satisfied but if  problems do occur in the future, I will repost a review. Hope this helps.",My review after owning for five months,"1,3"
3368,13903,"It's me again.  It's obvious that there are problems with the A120 and other DVD players.  My friends who have Sony players all experience the &quot;lip sync&quot; problem from time to time.  I RETURNED my A120 and got  another one.  It works fine!  Bottom line, if Panasonic does not want to  admit that there is something wrong with their player, make sure you buy  your player someplace where you can return it (not get it repaired - can  they be repaired? ).  I bought mine at Sears.  3 months later they  exchanged it with no problem!  Let Panasonic get the broken ones back!  I  move up my rating because it is a good player. I'm just mad that I had to  revisit the store to get one that actually works.  :-)",RE: Doing your homework - A120,"1,3,4"
2112,13905,"I bought this unit with some trepidation; because of some other reviews,  but I have not had the 1st problem with the Panasonic.  No freezing, pixelating... It has performed wonderfully.  I've tried the movies that were supposed to be 'problems' with no undesirable results. I can't drop  this DVD player down a whole star because of the buttons on the remote.",Great Performer - Annoying Remote,1
1039,13906,"I had initially purchased Pioneer DV525 which is also a nicemodel in the sub $300 range. However I switched to A120 because Ineeded a DVD player which could switch &quot;black level&quot;. DV525 doesnt have that option. Also 525 is noisy compared to the A120. I have played over 30 Dolby Digital 5.1 DVDs (mostly rented)and did not find a single glitch either in picture or audio. There was no lip sync problem either. The picture quality is great (I have a Sony WEGA, which also makes a difference!). As far as audio is concerned, it plays regular audio CD perfectly (almost). However compared to 525, it is slightly behind in &quot;crispness&quot; of the sound. I have the player hooked to a Yamaha Dolby Digital receiver via an optical cable (Monster)and the S-Video goes straight into the WEGA. The disc loading time is also very small which is nice.You don't have to wait for ages to get the disc loaded. One aspect of A120 which I did not like is that you cannot change the audio/video settings while you are playing the disc. The Pioneer DV525 does let you change picture modes and audio settings while the disc is being played. Also, I wish the A120 had an amber display instead of white. Oveall an excellent buy for sub $200 price. I dont think any other player would come even close to this ! If you can get it for even sub $230, BUY IT.",Excellent DVD Player,1
1040,13916,"After waiting for this technology to drop in price, I am pleased to say that it was worth the wait. Hookup to my existing JVC system was easy. You should read ALL of the instructions before attempting to connect or record.  Use &quot;DIGITAL AUDIO&quot; CD's only. I found that all my CD players  (Home, Office, Portable, and Car) Could play CD-R recorded Discs BUT none  could play the CD-RW discs. That is the only draw back.",Best Recorder For The Money,"1,3"
2113,13917,"Handsome unit, well made and laid out.  However, just so that you dont make the same mistake we did, it does require Digital Audio CD's and not the standard Recordables you can get for allot less money.  I did not know  this at the time I purchased it.  I admit to not reading allot about  electronics but I would consider myself at least an average consumer.  You  need Digital Audio CD's and, if you want to record from another CD Player  digitally, be sure that player has digital output.  If it has only Optical  digital output, you then need a fiber optic chord which is rather expensive  and does NOT come with this unit.  So be aware of what else you will need  before buying.  Otherwise, a nice unit.",Needs CD Digital Audio CD's,2
1041,13918,The DVD CLEANER is Awesome! Works Great. Easy to do...an comes in several different languages. Takes 3 min. I use it after every 10 DVDS watched. Keeps your Player Clean..an your  DVDs will stay Clean!  5 Stars Rating!!,\A CLEARER VIEW\,1
1042,13919,"Had a Samsung DVD Recorder that refused to accept disks, one cleaning and it would; too bad it has other defects. (the recorder not the cleaner)",Did it's Job,1
1043,13921,"It wouldn't move in either of my DVD players and I tried it about 30 times on both of them.  At least with the Memorex, I got sound, although no video.",Maxwell was Totally Useless..purchased at Amazon,2
3369,13929,ok,Four Stars,1
3370,13934,"I had an older version of this product which worked in our DVD players, but this one doesn't work.  The players can't read the disc.  I also noted that the amount of bristles on this disc are fewer than the amount of bristles on their older version.",It Didn't Work In My DVD Players Either,"2,3"
3371,13940,Don't waste your money - this product is useless!!!It does nothing - a can of air could do more.,Waste of Money,"2,3"
3372,13943,Ordered for a friend.  He was pleased with it to the best of my knowledge.  It is a nice product.,Very nice just what I needed.,1
1044,13944,"I was about to retire an old standalone DVD recorder, because it would no longer let me create menus or finalize discs.  I bought this lens cleaner and -- voila! -- the recorder is working again.  Super easy to use (it's simply a DVD that you insert into your machine, and the menus tell you what to do).  Highly recommended.","Works with DVD Recorders, too!",1
1045,13948,Works great...For what I'm using it for it works good. I liked the excellent price...I would tell friends about this product.,Love it!!,1
3373,13953,Product works very well; removes all dust grime from dvds which make them play better.  I am quite satisfied with product,Excellent,1
1046,13956,this is one of those things you think is going to keep you system clean and fine tuned but it doesn't do anything!!!,emperor's new clothes,2
1047,13958,This disc could not be read in either of my DVD players.  Refund requested.  Would not pruchase this item.  Do not buy!,Crap,2
2114,13967,I have used these for years and keep coming back formore because they give good quality playback and shelflife.,good product,1
2115,13970,"To be honest, I don't have any problems with these tapes, other than the price. For a two pack, one may expect this to be cheaper, but overall it's great!",Cool tapes,1
1048,13974,"All the lip-sync problems were corrected by Sony due to a firmware problem. Any new player will not have this problem, so now there is a great player without a catch...",just to clear things up,1
3374,13975,Sony DVP S330 gives me stunning picture quality. I tried to save myself about $50.00 by returning the Monster SVHS cable.  Big Mistake.  If your cables aren't good you'll get VHS quality but not what this unit is capable  of delivering.I had a bit of picture jumping but traced it to need to  reajust the TV's Vertical hold control button.Buy It.  Let your  receiver to the decoding.,Stunning Performance,"1,4"
3375,13976,"I personally own an older revision of the S550D and recently purchased the S530D for my father as a christmas present.Advantages of this product: Plays more than just DVD. (music, video cd, photo cd, and DVD).  Includes multiple outputs, you can connect to TV, VCR, and Home Theater without any  wierd wiring.The picture is CLEAR!  The pause is Still, It also reads  DVDS that most people compained where bad copies when they got them (like  matrix).I have friends with other brands, They were penny wise and pound  foolish.  They have a sony model now.","Own Several DVD Players, GET A SONY!",1
3376,13981,kept reading error messages.  had to return to manufacture.  was a very old model with the picture does not represent or states,didn't work,"2,3"
1049,13982,"So cool! Soooo much better than vhs (you already know that). Lots of funtions with a good programmable remote. I love this thing, the frame by frame is dope, two fast foreword/back speeds. All kinds of setup manipulation etc. Blows doors on the DVD plaver on my PC as far as funtionality. I watch it through the Sony 27&quot; KV-2727S46, BAMM!!!",My First DVD Player,1
2116,13984,"I bought the Sony DVP-330 ON OCTOBER 27/99, This is my first DVD Player, and what a great one it is. I bought the Toshiba 2190 and the Sony DVP-330 to see which one was the best. Sony has the best audio and the best crystal  clear picture not to mention fast loading and chapter searching. Sony 330  is also quiet running and the remote is universal for your T.V. and sterio  reciever of any brand including yourself...the buyer. The Toshiba took  Three times as long to load and the picture was Super VHS quality not  Digital like the Sony. The Toshiba's audio seemed filtered and the remote  was seriously dated, small and cheap. I had no audio lag or lip sync  problems from my Sony 330, mine was made in Japan which was also a plus.  The Sony 330 is a great buy i openly recomend it. Toshiba was really pushed  by sales staff but they receive more commision on Toshiba so they push it  more. Toshiba's only plus is zoom and color stream(component video out).  Zoom was fun but hardly useful and color stream is over rated. ***** FIVE  STARS BABY!  IT'S A SONY. Toshiba was boxed back.",SONY 330 BLOWS EVERYONE AWAY....  EVEN TOSHIBA 2190,1
2117,13985,"My ideal electronic appliance has just one On/Off button and flawless performance - the DVP-S330 comes closest to this ideal, considering the sophisticated technology behind the front panel.  Easy to set up, a breeze  to use, and in one shot obsoleting two former remotes (TV set &amp; VHS  machine) - what more can you ask for, for not even that much dough?.  One  nuisance, though: the audio-out level delivers muffled sound, making it a  necessity to fiddle with the receiver controls when starting to play a disc  -- probably those of us not owning fancy SDDS-receivers-or-whatever gizmos  don't deserve sharp sound -- but I'll live with with it.  Still worth every  penny, excellent value.  Anyone looking for an used (also Sony, 1-year old)  VHS machine?",No griping - Just buy it,1
