number,id,reviewText:,summary:,Label
889,11985,"I really like mine. It takes good pictures. It was easy to get started with it. Do not try to buy a small camera bag for it because the lens cover will come off easily and you may accidentally turn it on when putting it into its bag.  I highly recommend the USB disk reader, makes things a lot easier. With that reader you may not need the battary charger unless you want a slide show on your TV. Note that the Kodak 280 is offered here... [it] is probably more value. But, you will have to buy accessories so [it] will become a bit more after its all done. I can't say too much about how the pics print because I have been using it exclusively for Internet images. I am having fun with mine.",Kodak 240,"1,4"
890,11998,"The Agfa 780c is great for posting pictures on the internet and sending in e-mails.  It does not have as high a resolution as some of the newer cameras but if you are printing small photos or not printing at all just sending them across the internet it works great.  As far as batteries go all digital cameras with an LCD screen are hard on batteries, rechargables help.  I added an 8mg card to mine and was able to get 50+ photos in high res!!  I have been very happy with my camera and have had it for over 1 year.",Excellent starter camera.,1
891,12009,Perfect for small jobs where you don't need all that extra cable. I got two just because they were so cheap.,Works great for behind the tv,1
892,12033,Cheap cable that I have owned for a year. Still kicking away and making life work seamlessly. I would buy more if I had need!,Still working away,1
893,12035,"I have these connected to my server, computers, switch and NAS server.  Nice short cables so I don't have so much mess around.  Seem like high quality, and they work.  What more can you ask from a cable?",SOOOO much cheaper than a local store.  Cables work great.,1
894,12036,"Using different color cables makes it easier to identify which cable goes where.  There are shorter Belkin cables to go from the hub to the modems, etc.",Great cable  for workstation near the hub,1
895,12044,The cord fits neatly I just need to get another cord to get Internet connect since I miss calculated oh well it wasn't a waste,Eh,5
896,12050,This item was well made as one would expect. Performed well. Used to connect ethernet switch box to computer modem. This in turn connected my computer and several online entertainment consoles. Did the job.,Belkin Cat-5e Patch Cable (Black 3ft),1
897,12080,Can't beat this patch cable for the price.  Working great for me.  I will definitely be buying more at some point.,Good deal,1
898,12082,Got several of these 3 foot RG45 Cat 5 patch cable to hook up the connections on my home network distribution panel.  I like these over the stiffer and inflexible yellow patch cables which were way too long.  These 3-footers are just the right length and much more flexible to route it around the 19&#34; distribution frame.,Quality Cat 5 patch cable for a network rack,1
899,12117,I can download porn at speeds so fast it gives my dingus whiplash. I need 7 more words and I'm done.,Quick as a bunny!,1
900,12175,I bought the Belkin RJ45 CAT cable to increase the speed of my internet connection from the modem to the computer. It does the job well. There is no longer a drop off in connection as happens with the wifi I used previously.,Belkin alternative,1
901,12203,These are nice 3 footers that my husband loves to use when he patches his network panel to his 24-port network switch.,Great for my husband to patch his network rack,1
902,12210,this product was not what was shown in the picture what i got was just one long cord what was shown in the picture was a coiled cord or what is said was suppose to be a snagless molded patch cable which is what i wanted to just hook my ethernet switch to my router and not have a mile of cord left over and well i have a mile of cord leftover would of been real nice to have gotten what was shown in the picture. What I received was not a snagless nor was is molded or a patch cable it was just a short cat 5e cable.,Not as shown,2
903,12220,"I didn;t notice ,it is only 3 feets.Bad things! So be careful! but it is work well. also it is very cheap.","pay attention to it ,it is  3 feets only! but it can work.","1,3"
904,12266,It is heavy duty and It was exactly what I needed! My computer works great now. Great product. Thank you!!!,Heavy Duty,1
905,12280,It dose what it was made to do.,It works.,1
906,12301,"I needed a cable to go across my house, and this one did that job fine. I was really afraid I would have to pay a lot of money for a 50' cable, but this cable proved me wrong. It is not expensive(...). The snagless connectors were very useful when I was dragging the wire under my floors (though some tape probably could have done the job). I have not noticed any loss in performance because of this cable.",Very good Ethernet Cable,1
907,12306,I highly recommend this cable.  It's prefect for the price and works really well with my xbox 360.  I didn't REALLY need the &#34;snagless&#34; design but it's good to have I guess.  Thanks Amazon for having the best price!,Solid Cable,1
908,12318,Great price and it did exactly what I needed it to do. If you need to make your cord stretch after rearranging some furniture this works fantastic.,Great buy,1
909,12326,"like many cables bought on amazon, this doesnt work. sucks but maybe buy a better one. costs more to return it then its worth",doesnt work,2
910,12328,"The screws to tighten the plug feel cheap, but the cable works just fine. I'm using it for an old 17&#34; monitor and the picture looks just dandy.",Works just fine,1
911,12349,"The keyboard is not bad as a whole, with most keys appropriately sized, and convenient.  But the \\ key is much too small, and the Windows key and the menu key are very misplaced and almost always cause mistakes.  The  should be outside the ctrl and alt keys, not interspaced.Additionally,  the cursor keys and the alternate keys (home, end, delete, page up, page  down, and insert) are easily the worst i've ever seen.  They're about as  big as tic-tacs and completely out of order.  It took me 2 months to stop  making mistakes on them.  Bad choices all around.",Terrible alternate keys,"2,3"
912,12362,"The arrow keys take a little getting used to, but it is great on the wrists.When I first started using this keyboard it was on my computer at work.  For about the first 3 or 4 days, I had trouble with the arrow keys, and the 6 keys above the arrows (home, end, delete, page up, page down, and  insert).  The problem is that they are arranged different than any keyboard  that I have used before.  Once I was used to using this keyboard, I had a  difficult time using my keyboard at home.  Shortly thereafter I replaced my  home keyboard with this one.As far as key placement goes, the important  things to know are:1.  The placement of the backslash key.  I have seen  this in a couple different places on different keybards.  The Microsoft  Natural Keyboard Elite V2.0 has the backslash key above the enter key and  below the backspace key.  This allows for the larger backspace key.  I feel  that this is very important, since this is something that I have become  very used to.  Over the last 15 years, I have tried keyboards that have the  backslash key next the the backspace key, and I just seem to make mistakes  with that placement.  Microsoft has done this one correctly (in my humble  opinion).2. The keypad above the arrows (home, end, delete, page up,  page down, and insert) is arranged different that I have ever seen it done  before.  Usually this is a keypad that is 3 keys wide by 2 tall, Microsoft  has changed the layout to 3 tall by 2 wide.  This doesn't seem to perform  any differently than the old way, it is just different (not good or bad,  just different).  This will take a little getting used to, but it works  well once you have adapted.3.  The arrow keys.  Until this keyboard, I  have always seen the arrangement of 3 arrow keys across the bottom (left,  down, right), with one centered above those 3 (up).  This does it  differently, there are 2 keys in the middle area (left and right) with a  key centered above (up), and below (down).I seem to be able to type  faster using this keyboard than I have using other keyboards.I used the  original Microsoft natural keyboard, and it is elevated off the desk much  higher.  The older one had an option to raise the front of the keyboard,  but this one only has the option to rais the back.The lights for scroll  lock, num lock, and caps lock are located in the center of the keyboard, in  the break between the left and the right hand side of the home row.  This  is good because they are easier to notice than when the lights are in the  keys or next above the number lock.I use this keyboard on both windows  and unix, and it works great.I am not someone who has had problems  with my wrists, but I do notice that it is just more comfortable.If you  spend much time at they keyboard, I would recommend this keyboard.","A great keyboard, but it takes a little getting used to.","1,3"
913,12364,The mouse is great.  I have had one for several years and got the one with the scroller the other day.My complaint is that the mouse software screws everything up.  It is simply buggy and has wasted my time on every  system I have tried to install it on.  It really screws up NT (Blue  Screen).,"Mouse Software sucks, but mouse is Fantastic",1
914,12367,"This mouse is one of the best I have ever used. With or without the scroll wheel, it is the only mouse our household (of 5 computers) has used for years. Two nights ago one of ours gave out, and I went to Staples to replace it only to discover that they discontinued them. The replacement model has serious issues - it's more compacted and has a sharp ridge down the middle, as well as having the trackball moved further up, making use painful.If you can get your hands on one of these, do it. Logitech no longer makes a comfortable trackball with the ball on the left side.",This is the best - replacement model needs work!,1
915,12373,This extra long (25') cable enabled me to relocate my printer to a more covenient location in my home office.,Extra long Printer Cable,1
916,12375,"This came quickly, and it was exactly as advertised.  The price was *way* better than anywhere else I checked.",Perfect,1
917,12400,"When I used my mom's computer before I went to college, I became very attached to this mouse. Now that I have a computer of my own, I couldn't stand the cheap two-button one one that came with it. Now that I have this, I'm back to that feeling again.Unlike the newer optical models, you have to clean the mouse often so it won't junk up with dirt build up. This occured many times with my older one, so I would expect to have the same exact problem with this one. Also, this mouse has a smooth plastic feeling, not rubbery. It can be a little hard for the hand.Other than that, it's a decent cheap model.",Ergonomic feel is something you get used to,1
918,12408,"Relative to other trackballs, this one is lacking in overall features, but it does have the basics and a wheel. In addition, it is aestheticly disapointing. However, I have tried Logitech and Kensington, and both those brands always give my system problems with vavious driver conflicts and other things. I have never been able to get Logitech devices to work on my system, and Kensington devices always caused routine errors.  Thus, I went with this trackball and have operated trouble free ever since. I gave this device 4 stars because of it reliability, but I hope MS does a redesign soon.",Most reliable,1
919,12437,"Simply put, these blow my old speakers away.  They cost less than many speaker sets you'll find that don't even include a subwoofer.  The only thing I don't like is that they don't have rubber pads on the bottom to keep them from sliding around.  They fill the room with sound; I can finally over-power my rommate's (mac) speakers.  The subwoofer is the perfect size; you can put it on the desk or the floor.  You'll never be able to find better speakers for the price.",Best deal you can get,1
920,12448,This product has done me well.  I am heavy into speakers at my house.  With a little adjusting they sound very clear and the bass is smooth and loud.  I would strongly suggest these for music and some games.  definately better than most other sub and satelite sets!,Great for price,1
921,12455,"These speakers are a very good value. Speakers this good by other brands cost $100.00 and up! They work well on portable cd players, walkmans, desktops, laptops, palmtops, and more.",Best Speakers on the Market,1
922,12474,"OK. I read some of these reviews, and bought the kit. And they are great.  If you follow the instructions, the sound quality is very impressive. Do put the woofer on the floor, with the wall behind it.  Do adjust the PC sound to about 70% of full volume, then adjust the CSW volume level (this stops most of the hissing and clicking). The build quality is astounding for equipment at this price level.  They haven't skimped on cable length, the pots (volume controls) are smooth, the power supply is well up to the job, the satellite speakers don't slide around on the desk.  Top design, top construction, top quality sound (ok, Golden-ears - you can get better - but need to spend LOADS more to do so). If you actually like music, and listen to it on your computer, don't settle for anything less.  One unusual observation: the cat was quite puzzled by the subwoofer, and spent half an hour listening to it from a distance of about 10mm.  She must have been a headbanger in a previous life.",Unbeatable value,1
923,12485,"I like to carry a camera everywhere I go. In the past I've carried cheap point-and-shoots that took HORRIBLE pictures. The ELPH Jr. is the first P&amp;S I've come across that I can wear on my belt and have reasonable  confidence that the pictures I take with it will be of acceptable quality.  The only thing I really don't like about it is the APS format. (Which  ironically is the thing that allows it to be so small.) My first ELPH Jr.  got stolen, and I've missed it enough to part with the cash for a  replacement.",Tiny Size + Decent Quality = :-),1
924,12492,"This model doesn't support mid-roll changing, but the Elph Jr. gives satisfactory results if you want quick snapshots to remember a vacation or party by. It's amazingly easy to tote around and use.",Elph camera makes photography fun again!,1
925,12498,"Good things do come in small packages. The satellite speakers may be small, but dont be fooled by that, they are LOUD. The subwoofer adds that perfect bass that you need to go along with any sounds you want. This  speaker set coupled with the Soundblaster Live! is just incredible. You can  definitely hear the difference. And its true what Creative says:  &quot;Sounds so real - it's live!&quot;",WOWWWWW,1
926,12504,"These speakers rock.  My brother picked these up for me a couple of months ago.  They were hooked up within two minutes, and Ive been enjoying the sounds from these speakers ever since.  These are speakers, so there is not much that you can write about them.  The cool features of the speakers is that I have a volume remote control hooked up to it which allows me to just change the volume by rolling the knob, instead of reaching for the controls.  The subwoofer gives out quite a bit of air when playing Metallica, did I mention that they are loud...?  The speakers look cool too.  The colors match the colors of a normal computer, so it doesnt look out of place.  The speakers can be loud if you want them to be, and increasing the volume does not interfere with the clarity.  You wont find another set of speakers that perform as well as these do in this price range.  You wont waste your money, my brother didnt, haha.",They're a blast!!!,1
927,12505,"OH MY GAWWD! This is an incredible sound! And I've only just set it up 30minutes ago. This small system puts my living room ($450) surround sound system to shame. It took me only 20min to setup, and that includes time for  my retentive &quot;particularness.&quot; I'm glad I shopped around and took  my time in purchasing a computer audio system. I use it with my  CreativeLabs SoundBlaster AWE64. I'm going to upgrade to the  SoundBlasterLive just to get the full potential of these speakers. You want  two words to describe it? GET IT! I paid alot of attention to the customer  reviews in my search...that is how I came to find the FPS1000. Feel free to  email me to ask any further questions as I will be testing every angle  tonight. (i.e. games, mp3's, etc.)",Isn't there room for 6 stars?!,1
928,12507,"The radio interference really is quite bad.  Granted, I live in downtown Atlanta, and you can probably pick up FM on your fillings, but even without connecting it to a sound source, I could hear radio.  After monkeying with various configurations, I discovered that looping the sub's input twice  around the speaker (with a single twist) reduced the static to an  acceptable level.  What worked even better was just crumpling up the input  cable and holding it in my fist; but I got hungry and had to let go.",Radio indeedy,2
929,12548,"If you need a camera that takes higher quality, and higher resolution photos in all kinds of light, you will need this camera.  The 3Com HomeConnect has remarkable low-light capability.  I use it as a &quot;weather cam.&quot;  It is pointed out the window of my office in Edinburgh, Indiana where it adapts well to everything from bright sunlight to ambient street lighting at night.  Unlike most Webcams, this one features a resolution as high as 640x480.  I also like the long, detachable USB cord.  Another plus is the easy setup  utility.  Basically, all you do is put the CD in the drive and it tells you  onscreen what to do next.  It's so simple!  Just don't plug the camera into  the USB port before the program instructs you to do so.  It's not the least  expensive camera on the market, but the extra price gets you a much better  camera than the average Webcam.",Great pictures for a Webcam,1
930,12554,"it supports usb, which is great because if i need to change to some other device i can. The camera itself looks pretty good.",pc digital camera,1
931,12562,"After reading all the reviews, I bought it without any hesitation. But I was totally disappointed, especially by the image quality. I think most reviews here were exaggerating its performance and I won't rely on the reviews anymore in the future. Let me give some objective comments on this product.1.auto exposure control is pretty good in low light condition. Works fine even in a room with only one 60W bulb.But in the day time, auto mode causes over exposure.2.Image quality is poor. I always see yellow stains on the pictures which are very disgusting,The hue is never right no matter how you adjust it. image is not very clear either.I compared it with intel PC camera Pro which uses CCD sensor and only 10~20 dollars more than this one. Oh,boy! if you see that one, you will know 4 star for 3com is just too high. I recommand intel PC camera Pro to whoever wants a REALLY good web camera. of course, intel is not perfect either(redish hue,software not convenient,low light OK but not very good...,but picture is crispy and day time performance is wonderful)",Don't expect too much from it,"2,3"
932,12580,"I bought these babies the same day that i bought my Vx. I thought that it would have been a good investment counsidering how small the styli are. Considering my penchant for misplacing things, particularly pens, i thought i should go ahead and get them. For some strange reason, I've only lost one in 6 months and that was the one that came with the unit. In that aspect one pack of these replacement stylus should last you a while.However if you can get other replacement styli that can fit the silo i suggest you go that way. The replacement styli dont seem to fit the silo as well as the original one. It doesnt fit right. After a little investigation i found that the plastic tip (the part that can unscrew) is slightly larger in circumference then the original stylus. Thats why it seems a little tight when you take the it out and put it back. Why this is, i have no clue but it's really annoying.For anything else you can get these babies to preserve the continuity of the unit, otherwise i recommend you find another replacement stylus that can fit the silo.Personally though i dont use the stylus. I recommend you go get one of those multi-pens that have a stylus, pen and pencil all in one. All serious Palm users use one of these instruments simply because any type of prolong use of the stock stylus will certainly give you cramps, at the very least. Its like writing with a toothpick. If you anticipate that your going to be scribling on your palm a lot go get a multipen. Cross makes a good one, Lamy and Rotring also makes excellent multipens. Personally i use a Rotring black matte Trio-pen. It carries a blue pen, stylus and pencil. Its a great size, weight and looks incredibly cool.Again if you anticipate scribling alot on your palm, i strongly recommend getting a multi-pen. However if you dont think you will be the stock stylus will suffice.",Good but not great,"1,4"
933,12590,"I have had my 525 receiver for about six months and I really like it.  If I was buying a receiver today, I would probloubly choose to go with the higher model 835 (for its digital/dts decoding built in), but at the time  the 525 was perfect, I got my dvd player, also a Sony with the Dolby  digital decoder built in, and it works great.  The sound will just blow you  away.  Even with the volume set to 2 out of 10 on the dial it is defeaning.  Before I replace this unit I may just add an external dolby digital/dts  decoder and get several additional years out of it.",&quot;Blow You Away&quot; Home Theater,1
934,12610,"3dfx started off great at first. I purchased this board with the expectations of it delivering like it predecessors, but I was wrong. This board, in my opinion, was a rush job to match the tnt2 and other high performance video cards, hoping the the loyal supporters of the voodoo  cards would again jump on the band wagon. The installation is easy, but  getting it to work with your system is a major under taking with few ever  becoming successful. It was a major disappointment to me. I could never get  it to work, but I'm not alone. Check out the hundreds of other complaints  to 3dfx on their own message. Many people are very disappointed.  I am one of many.",Lack luster board,"2,3"
935,12613,"I was a bit nervous about purchasing this card since reviews said that several others were better. I'm actually quite glad I got it. The card worked seemlessly with all my games and aps, and was ready for Win 2K  before most people. Customer service is superlative. It can be safely  overclocked to a Voodoo3 3000 speed (just make sure you have a fan). The  price was excellent and I expect it to last at least a couple years.",Overall excellent product,1
936,12615,"I am very pleased with the V3 2000 I received this week.Performance has been rock-solid in both 3D and 2D. I chose this card largely based on a value model measuring 3D frames-per-second per dollar. This seems like a good way to sidestep the religious nature that the 3D card debate has  taken.My other considerations were software compatibility, screen image  appearance in 3D, and 2D performance superior to my previous 2D card. With  early drivers from 3dfx, the Voodoo3's 2D performance was reported to be a  weaker point of this card, but with drivers available now I see a  noticeable 2D boost over my machine's stock 2D card, the IMS/ixMicro Twin  Turbo 128 8MA. My whole system is more responsive and actually seems more  stable. And, yes, all my 3D games are gorgeous and fluid under this card at  any resolution I please. (Note: I have yet to test Q3A.) Naturally, I'm  using the card on a platform that 3dfx doesn't even support or warrant...at  least not ``officially''.If you buy this card for a Macintosh, this is  an important thing to know. While my own experience has been fun,  considering the product wasn't even packaged or intended for my platform,  I'd buy from a retailer with a liberal return policy, just in case you were  to run into difficulty with, say, flashing the card's ROM (which ships for  Windows/PC use) with the ROM image that 3dfx supplies on the net for Macs.  Not to worry otherwise, 3dfx has done a bang-up job of (not?) supporting  the Mac. Mac driver updates show up at 3dfxgamers.com every week or two.3dfx is apparently considering whether to support the Mac only through  other board makers as in the past, or to finally go directly to Mac  consumers with their brand.",Excellent bargain in 3D/2D acceleration,1
937,12651,"I used this video card up until 2 years ago in my system running windows 98 until the market forced me to change and up-convert to windows XP, and thus having to convert over to a new video card.  This was the best video card on the market at the time I bought it back in 1999/2000 and this thing rocked.  I played need for speed, doom, ect...with this beast with flawless graphic details.  Plus, I had radio and TV with my cable connected to the system for internet.  Granted now, it looks small (16mb on board), and slow (clocked at 183mhz), but this did it all.  Also captured video nicely with the special adapter line that came with it.  Highly recommended for folks who still tweak with older systems.",The best video card I have ever owned!!!!!,1
938,12666,"Forget tnt2 , it is slow and its 32 bit support is the only thing keeping its head above water . With a clock speed of 183 mhz and overcloaking potential that allows you to exceed 200 mhz with no problems ( install  extra cooling )this board is the fastest on the market period . the v3 3500  actually uses 32 bit internal calculations and then displays in 16 bit ,  the results  are brilliant and unmatched . Sure the board is exspensive but  the Philips TV tuner and FM radio makes the board great value for money  .this will last for a long time and it supports all the platforms d3d ,  glide and opengl meaning complete compatibility .",fast and furious,1
939,12694,"I recieved the VCR on Friday 8/9/2013 and someone hooked it up for me, the picture is all whoobbley and sometimes stacticly. I did not recieve the remote so it is hard to do the tracking on it right now I am a little upset about the VCR. Hopefully in the next couple of days I can get it to work, if not I will have to send it back and get a refund or an exchange cause I am really not happy about the product. We shall see.",NOT SURE YET,2
940,12703,"When I brought this bad boy home, my buddies Mikey F. and Billy C. couldn;t believe the quality and the price!  They said, &quot;you got it at Amazon? No way!&quot;The audio quality is fabulous and the smooth scan  feature is the only way to speed through the dull parts of movies.This  boy and his friends give it two big thumbs up (Billy doesn't have a thumb).",This baby rocks the video world,1
941,12709,"Back in the summer of 1999, the Sony S530D managed to wiggle it's way into my home (without extended warranty).  The lip sync problems began, I went to the forums, and was told that Sony had acknowledged the problem and that a firmware upgrade would fix it.  Three months later I couldn't ignore the lip sync problem any longer and took it back to the fine people at Circuit City who had it fixed for me 2 weeks later.  It has worked flawlessly ever since...until a few months ago.  Some rented DVDs no longer played right.  My wife and I would have to constantly rewind and fast forward through to try to finish the movie.  The discs would be cleaned, but nothing.  The player would be cleaned, performance seemed to improve, but nothing.  New discs still worked fine.  Then it happened.  A few weeks ago, it rejected my son's brand new Winnie the Pooh DVD which worked in my DVD-Rom and my in-law's Sony player and \CYBER HOME!!!\ player.  Last night a movie was playing fine and then all of a sudden C 13 shows up.  Multiple reinserting finally got it to work.  This had happened a couple of times before.  Cleaning the lens never worked.  So I'm buying the Sony NS 315 from BB.  There is a $... rebate on the BB web site. $... for hopefully another 3 years isn't bad.",Dying after 3.5 years,2
942,12716,"I've had my Sony 530d about a month and never saw the dreaded &quot;lip sync&quot; problem til I rented &quot;Blair Witch Project&quot;. I thought  it might be the dvd til it showed up while I was watching &quot;Tomorrow  Never Dies&quot;. When it happens I just hit stop and play and rest of  movie works fine. Annoying, but the awesome picture and sound makes it  worth it!","Awesome Picture and Sound, But.....","1,3"
943,12729,"For those out there monitoring this reviews don't wait anymore, no lyp synch on all sony dvd players since mid june. I just received it and I love it, in a couple of hours it was all set up including  the dolby digital  audioJust Buy IT !",Sony Rules,1
944,12740,"I felt compelled to write this review after reading reviews stating that the product would probably fail after a year or a year and a half. I bought this player in May of 1999. It's been working like a champ ever since. Picture quality on my original tv (Sony 27 inch) was very good. On the new tv (sony kp43ht20 HDTV monitor), it's outstanding. Has never had a problem reading any disk I've put in it. Has built in dolby digital, dts decoders, optical and coaxial digital outs for whichever you prefer, 5.1 channel outputs. I'm very pleased with this player for the money and the time I've used it - and it still works flawlessly - 3.5 years after purchase.I'm sure there were some problem units out there, and I feel bad for those folks, but return it for another (like you would with any brand). I've been nothing but happy with this machine for a long while. We don't have a need for an MP3 player or playing cd-r disks, so this will be our primary player for a long while.","Great picture, lasting quality",1
945,12747,"Do not buy one of these....I'm on my third one and it just quite tonight, JBL could not build a class D powered subwoofer that works to save their soul.If I were a manufacturer of garbage such as this I would recall all of them and pile them up and light a fire and pink slip every monkey engineer that had anything to do with the amplifier section!!this is the new milenium where china is building everything and we have to expect some failure rate but even their typical electonics MTBF percentage is less than 5% in the first year, these digital amplifiers are 100% failure rate guaranteed to fail in the most critical time frame middle of the movie with your Boss just getting commenting on your rig and kapoof the smake roles out of your sub and the smoke detector starts to wail!If you want to contact me Mr. JBL white collar guy send me an email or a new sub that won't break!",JBL  Junkie But Loud subwoofer  guaranteed fire,2
946,12753,"I bought four of these with the idea that if one had problems, I'd be able to troubleshoot a little better.  Well, one of the three hasn't even been used.  Of the other three, only one hasn't had an issue.  The other two have had skipping problems on CDs.  With one, I was able to clean the laser (something I've never had to do on any other CD player I've owned) and it began working properly.  The other one didn't respond to that.  It simply skips over CDs like it doesn't see them.I've noticed other RCA models similar to this have been ripped for their CD players.  I also wonder if some of the people posting positive reviews had problems later.  I think I'll head to another brand next time.",RCA Seems To Have Issues With CD Players,"2,3"
947,12769,"I love these things, they fit wonderfully into my system and have great response. The bass is thick without being muddy and the mids and highs are crisp and clear. I got them on sale and have been more than impressed with the money I spent. It has been a joy to listen to them, everything sounds wonderful from Mos Def to Johnny Cash to Aerosmith and Van Cliburn. I just can't say enough about these, to bad I have relegated them to my bedroom for my listening pleasure and not letting everyone else enjoy them.",Fantastic,1
948,12780,"I bought a pair of these to go with my DVD player and I have never been disappointed.  I use a realtively cheap AIWA receiver, and I get fantastic sound quality from movies and music.  Heck, even watching broadcast TV and my hi-fi VCR produce stunning sound.  I've never heard any distortion coming from the speakers, and I've played some funky CD's with extremely  low and high frequencies.  However, I live in a 1 bedroom apartment and I  do not play it at very high levels for long periods of time.  They can get  extremely loud and the bass is VERY deep, no need for a subwoofer that I  can see.  5 stars for the speakers, 3 stars for the amazon.com price.  Still a good deal for this kind of sound quality!",Nice set of speakers!,1
949,12787,This keyboard is the newer version of the one listed. It is more modern with rounded edges and more shortcut keys such as pip and pip loc. I love my webtv plus.,MWK 350BK is the one I'm rating.,1
950,12788,This keyboard is all that the seller said it is.  I can write and write and never have to worry about another sticky or completely stuck key.  I'm satisfied!!!,From Ms. No More Sticky Keys!!,1
951,12793,Have received was in very good shape also received batteries with keyboard.Very nice ! (:Thank you.Very happy with my order and was receieved in 2 days of order placement.,webtv keyboard,1
952,12794,"you are out of stock,i need a new keyboard.email me if you get it in, or atleast post if you get it in",out of stock,5
953,12800,The adapter is a great idea for playing VHS-C tapes in your regular VCR but mine stuck in the VCR every time I used it.  All regular VCR tapes worked fine.  It needs some refining,GOOD IDEA BUT POOR FITTING PARTS,"1,3"
954,12803,Didn't work and not worth sending back - I'd spend more money on postage.  Got one that worked through Best Buy.,didn't work,2
955,12817,"Bought it years ago, it seemed cool at first, then became too much trouble with not enough Navigation Buttons, Poor Touchscreen (tactility, button options,choices, placement) and HORRIBLE SOFTWARE NECESSARY TO PROGRAM.CHEWS THROUGH BATTERIES!HOPEFULLY IT WILL NEVER BE MADE AGAIN ... AND I WOULD NOT RECOMMEND THIS EVEN IF USED FOR NEXT TO NOTHING.  IT REALLY SUCKS.",THE BIGGEST WASTE OF MONEY I'VE EVER SPENT,2
956,12829,I basically have this same model listed except mine only has 10 seconds of anti-skip I was hoping to find some info on my particular model but I think from the information listed I can believe that my model is just as good.  I  would be interested in hearing from anyone who has information pertaining  to my model of cd player thanks.,Koss portable cd player,1
957,12849,"This a good fast P+S zoom camera in many situations. It does have AF/AE lock, which is almost the only form of real exposure control it has. There are some other nice options though, including fill flash, infinity lock (landscape), macro/closeup, continuous shooting, flash off, night scene, redeye off/on. The zoom is fast and not too loud, it starts up quickly, recharges the flash moderately quickly, has a pretty fast (f3.5 on the 28mm end), sharp and CONTRASTY lens for this type of 35mm camera. I've gotten some beautiful images from it already (bought it used at Amazon a few weeks ago)with little effort, partially due to having the wide sharp lens and partially due to the ease of use and good center-weighted metering. It'd be nice if it went to 85mm or so, but then it would probably have to be a little more complex, slower, and heavier, so why burden the design? The lens is a little distorted (pincushion) on the edges at 28mm, so watch that when photographing buildings. Also remember that it'll always default to flash ON mode after restarting, though it maintains the flash OFF mode while on if you set it that way.I prefer flash OFF most of the time, so I wish it had a Personal settings mode like the Canon z90w and Sure Shot 120, but that's NOT in the package..","Not much manual override, but pretty good anyway..contrasty lens",1
958,12882,"After doing a lot of searching on line I decided to order this camera.Thanks to Amazon's always excellent service the camera arrived just in time for a family trip I had planned.This left me with only a few hours  to learn what to do before using the camera for the first time. Though the  manual has 183 pages it takes about 3 minutes to learn how to do the  basics. Truly impressive. I went on my merry way and shot a whole bunch of  pictures. Upon returning home I installed the included software and  downloaded the pictures. One gripe regarding the software package;it would  be nice to have a &quot;Lite&quot; version of the instructions for use for  us novices. I'm sure the help section has an answer to every question, but  all I want to do is the basics and this software has so many features it  gets to be a pain to find answers. I did get it working tho, and am truly  impressed with the quality of the pictures I took. I did not get the power  converter, but am planning to use rechargable batteries so the drain during  downloading is no issue. All in all I find this camera a pleasure to use  for a first time user like me, and I'm sure if you bother to find out all  the features for just about anyone. All in all a great product!",From a novice,1
959,12900,"This is my first digital camera and my very first camera forover $200. Overall, I'm happy with it - it's easy to carry andtakes great pictures.  There's not a pause between pressing the button and the camera actually taking the picture, which is a problem with other digital cameras.  Some things to keep in mind though:1. Downloading from the camera to your computer is EXTREMELY slow through the Serial Cable.  Buy the SMART DISK floppy. Basically, your memory card fits right into the floppy disk, and the floppy disk works just like any floppy.  The only bad thing about the floppy is it takes two lithium batteries.2. If you have a laptop, you probably want to buy the DDSMFLSAD Smart Media Adapter for PCMCIA slot. Does the same thing as the SMART DISK floppy, but obviously cheaper. Same downloading speed.3. If you don't buy 1 or 2, then buy an AC adapter (which by the way, doesn't come with the camera). Your camera must be on to transfer the pictures to your computer. Again, extremely SLOW.4. There isn't a protective covering for the LCD monitor, so buy a camera case. This case doesn't come with the camera. Costs around $20 at any store. Actually you can buy the Olympus 200-523 Accessory Kit which has the AC Adapter, 2 MB card, and camera case.5.  This camera comes with an 8 MB card which holds 36 HQ pictures or 18 SHQ pictures. I can't tell the difference between the two qualities.  8 MB is good enough. After taking about two days worth of pictures, I download them to my computer and erase the 8 MB card. I don't feel the need to have more or larger cards. But then again, if I traveled and didn't have access to my PC, then I would invest in a couple 32 MB card.6. Camera doesn't have zoom. I took some pictures of my friends running a marathon, and it would've been great to have the zoom feature. I sometimes regret not buying the Olympus D-400 Zoom Digital Camera for $600.  If you like taking close-up pictures without being near the object, then don't buy this camera.So in summary, I actually spent an extra $200 bucks ($500 total) to make this purchase worthwhile.","good camera, but it costs more than you think...",1
960,12905,I just bought this CD to try it out and i must say it has very good quality audio and it stores my data with no problem at all. I use this as a large floppy disk because if my friends want something i can burn it to  this cd and if they want something else again i can just delete what it had  on it and give it to them.  As for music. Well i can burn my songs to it  and if i get tired of the music it had i can just delete it and put in new  music ^_^ A must have for anyone with a CD-RW drive!,Quality CD at a Quality Price,1
